Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Croatia,HRV,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Croatia,HRV,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.23077
Croatia,HRV,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,58.17308
Croatia,HRV,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.48077
Croatia,HRV,Government Effectiveness: Standard Error,GE.STD.ERR,0.1982992
Cuba,CUB,Government Effectiveness: Estimate,GE.EST,-0.2448378
Cuba,CUB,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.71154
Cuba,CUB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,25.48077
Cuba,CUB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,58.65385
Cuba,CUB,Government Effectiveness: Standard Error,GE.STD.ERR,0.2468503
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,0.9209022
Cyprus,CYP,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.88461
Cyprus,CYP,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,72.59615
Cyprus,CYP,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,87.5
Cyprus,CYP,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Czech Republic,CZE,Government Effectiveness: Estimate,GE.EST,0.9222081
Czech Republic,CZE,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Czech Republic,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.36539
Czech Republic,CZE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,73.07692
Czech Republic,CZE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,87.5
Czech Republic,CZE,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.871631
Denmark,DNK,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.11539
Denmark,DNK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,91.82692
Denmark,DNK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Denmark,DNK,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.8990966
Djibouti,DJI,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.30769
Djibouti,DJI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.615385
Djibouti,DJI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.17308
Djibouti,DJI,Government Effectiveness: Standard Error,GE.STD.ERR,0.2128842
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,-0.2895034
Dominica,DMA,Government Effectiveness: Number of Sources,GE.NO.SRC,2
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.86538
Dominica,DMA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,17.78846
Dominica,DMA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Dominica,DMA,Government Effectiveness: Standard Error,GE.STD.ERR,0.3493173
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.4002573
Dominican Republic,DOM,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.42308
Dominican Republic,DOM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,22.59615
Dominican Republic,DOM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,49.51923
Dominican Republic,DOM,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.2613976
Ecuador,ECU,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.78846
Ecuador,ECU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,29.80769
Ecuador,ECU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Ecuador,ECU,Government Effectiveness: Standard Error,GE.STD.ERR,0.2054188
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.5848041
"Egypt, Arab Rep.",EGY,Government Effectiveness: Number of Sources,GE.NO.SRC,12
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.76923
"Egypt, Arab Rep.",EGY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,17.30769
"Egypt, Arab Rep.",EGY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,40.86538
"Egypt, Arab Rep.",EGY,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.4471425
El Salvador,SLV,Government Effectiveness: Number of Sources,GE.NO.SRC,10
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.53846
El Salvador,SLV,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,20.19231
El Salvador,SLV,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,48.07692
El Salvador,SLV,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.29438
Equatorial Guinea,GNQ,Government Effectiveness: Number of Sources,GE.NO.SRC,5
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.615385
Equatorial Guinea,GNQ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,2.884615
Equatorial Guinea,GNQ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,16.34615
Equatorial Guinea,GNQ,Government Effectiveness: Standard Error,GE.STD.ERR,0.2363903
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.727732
Eritrea,ERI,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.403846
Eritrea,ERI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0.9615384
Eritrea,ERI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,8.173077
Eritrea,ERI,Government Effectiveness: Standard Error,GE.STD.ERR,0.2029846
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.191938
Estonia,EST,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.61539
Estonia,EST,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,76.92308
Estonia,EST,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.82692
Estonia,EST,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.6599468
Eswatini,SWZ,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,25
Eswatini,SWZ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.90385
Eswatini,SWZ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
Eswatini,SWZ,Government Effectiveness: Standard Error,GE.STD.ERR,0.2173933
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.6074697
Ethiopia,ETH,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.32692
Ethiopia,ETH,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,16.34615
Ethiopia,ETH,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
Ethiopia,ETH,Government Effectiveness: Standard Error,GE.STD.ERR,0.1808676
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,0.2595362
Fiji,FJI,Government Effectiveness: Number of Sources,GE.NO.SRC,2
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.5
Fiji,FJI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.90385
Fiji,FJI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.44231
Fiji,FJI,Government Effectiveness: Standard Error,GE.STD.ERR,0.3493173
Finland,FIN,Government Effectiveness: Estimate,GE.EST,1.984208
Finland,FIN,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.03846
Finland,FIN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,93.26923
Finland,FIN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
Finland,FIN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
France,FRA,Government Effectiveness: Estimate,GE.EST,1.480526
France,FRA,Government Effectiveness: Number of Sources,GE.NO.SRC,7
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.82692
France,FRA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,82.69231
France,FRA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,96.15385
France,FRA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.397863
French Guiana,GUF,Government Effectiveness: Number of Sources,GE.NO.SRC,2
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.42308
French Guiana,GUF,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,76.92308
French Guiana,GUF,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.07692
French Guiana,GUF,Government Effectiveness: Standard Error,GE.STD.ERR,0.3318715
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.8122834
Gabon,GAB,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.75
Gabon,GAB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,11.53846
Gabon,GAB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,34.13462
Gabon,GAB,Government Effectiveness: Standard Error,GE.STD.ERR,0.1907385
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.6234712
"Gambia, The",GMB,Government Effectiveness: Number of Sources,GE.NO.SRC,10
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.40385
"Gambia, The",GMB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,16.34615
"Gambia, The",GMB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
"Gambia, The",GMB,Government Effectiveness: Standard Error,GE.STD.ERR,0.1889838
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.6145709
Georgia,GEO,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.03846
Georgia,GEO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,62.01923
Georgia,GEO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,78.84615
Georgia,GEO,Government Effectiveness: Standard Error,GE.STD.ERR,0.2192134
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.619633
Germany,DEU,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.26923
Germany,DEU,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,87.01923
Germany,DEU,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.55769
Germany,DEU,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.2102704
Ghana,GHA,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.15385
Ghana,GHA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,34.13462
Ghana,GHA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Ghana,GHA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.3382609
Greece,GRC,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.86539
Greece,GRC,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.96154
Greece,GRC,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75
Greece,GRC,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Greenland,GRL,Government Effectiveness: Estimate,GE.EST,0.8380827
Greenland,GRL,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Greenland,GRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.92308
Greenland,GRL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,57.69231
Greenland,GRL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.82692
Greenland,GRL,Government Effectiveness: Standard Error,GE.STD.ERR,0.4375256
Grenada,GRD,Government Effectiveness: Estimate,GE.EST,-0.2529525
Grenada,GRD,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.75
Grenada,GRD,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,19.23077
Grenada,GRD,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,63.94231
Grenada,GRD,Government Effectiveness: Standard Error,GE.STD.ERR,0.3347234
Guam,GUM,Government Effectiveness: Estimate,GE.EST,0.2727026
Guam,GUM,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Guam,GUM,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.46154
Guam,GUM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,35.09615
Guam,GUM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,79.32692
Guam,GUM,Government Effectiveness: Standard Error,GE.STD.ERR,0.4585745
Guatemala,GTM,Government Effectiveness: Estimate,GE.EST,-0.6820061
Guatemala,GTM,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Guatemala,GTM,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.55769
Guatemala,GTM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.38461
Guatemala,GTM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.42308
Guatemala,GTM,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
Guinea,GIN,Government Effectiveness: Estimate,GE.EST,-0.9709232
Guinea,GIN,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Guinea,GIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.34615
Guinea,GIN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.615385
Guinea,GIN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,24.03846
Guinea,GIN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Guinea-Bissau,GNB,Government Effectiveness: Estimate,GE.EST,-1.48785
Guinea-Bissau,GNB,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Guinea-Bissau,GNB,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.211538
Guinea-Bissau,GNB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.442308
Guinea-Bissau,GNB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,11.53846
Guinea-Bissau,GNB,Government Effectiveness: Standard Error,GE.STD.ERR,0.2213432
Guyana,GUY,Government Effectiveness: Estimate,GE.EST,-0.2694839
Guyana,GUY,Government Effectiveness: Number of Sources,GE.NO.SRC,5
Guyana,GUY,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.82692
Guyana,GUY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,23.55769
Guyana,GUY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,58.65385
Guyana,GUY,Government Effectiveness: Standard Error,GE.STD.ERR,0.2506322
Haiti,HTI,Government Effectiveness: Estimate,GE.EST,-1.909054
Haiti,HTI,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Haiti,HTI,Government Effectiveness: Percentile Rank,GE.PER.RNK,1.442308
Haiti,HTI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0
Haiti,HTI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,5.288462
Haiti,HTI,Government Effectiveness: Standard Error,GE.STD.ERR,0.2063741
Honduras,HND,Government Effectiveness: Estimate,GE.EST,-0.6206585
Honduras,HND,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Honduras,HND,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.88461
Honduras,HND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,16.34615
Honduras,HND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
Honduras,HND,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
"Hong Kong SAR, China",HKG,Government Effectiveness: Estimate,GE.EST,1.903607
"Hong Kong SAR, China",HKG,Government Effectiveness: Number of Sources,GE.NO.SRC,7
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.07692
"Hong Kong SAR, China",HKG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,91.82692
"Hong Kong SAR, China",HKG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100
"Hong Kong SAR, China",HKG,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,0.4873109
Hungary,HUN,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.19231
Hungary,HUN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,58.17308
Hungary,HUN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.44231
Hungary,HUN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
Iceland,ISL,Government Effectiveness: Estimate,GE.EST,1.465655
Iceland,ISL,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Iceland,ISL,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.34615
Iceland,ISL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,81.73077
Iceland,ISL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.67308
Iceland,ISL,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
India,IND,Government Effectiveness: Estimate,GE.EST,0.2830485
India,IND,Government Effectiveness: Number of Sources,GE.NO.SRC,10
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.94231
India,IND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,50.96154
India,IND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,73.55769
India,IND,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,0.1798754
Indonesia,IDN,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Indonesia,IDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.13462
Indonesia,IDN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,48.07692
Indonesia,IDN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,70.67308
Indonesia,IDN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1955121
"Iran, Islamic Rep.",IRN,Government Effectiveness: Estimate,GE.EST,-0.4302173
"Iran, Islamic Rep.",IRN,Government Effectiveness: Number of Sources,GE.NO.SRC,8
"Iran, Islamic Rep.",IRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.5
"Iran, Islamic Rep.",IRN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,19.71154
"Iran, Islamic Rep.",IRN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,50.48077
"Iran, Islamic Rep.",IRN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2233855
Iraq,IRQ,Government Effectiveness: Estimate,GE.EST,-1.320548
Iraq,IRQ,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Iraq,IRQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.134615
Iraq,IRQ,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,2.884615
Iraq,IRQ,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,16.34615
Iraq,IRQ,Government Effectiveness: Standard Error,GE.STD.ERR,0.2219135
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,1.420338
Ireland,IRL,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Ireland,IRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.90385
Ireland,IRL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,79.80769
Ireland,IRL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.67308
Ireland,IRL,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Israel,ISR,Government Effectiveness: Estimate,GE.EST,1.208207
Israel,ISR,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Israel,ISR,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.05769
Israel,ISR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,76.92308
Israel,ISR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.82692
Israel,ISR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Italy,ITA,Government Effectiveness: Estimate,GE.EST,0.4138835
Italy,ITA,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Italy,ITA,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.26923
Italy,ITA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.28846
Italy,ITA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75.48077
Italy,ITA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Jamaica,JAM,Government Effectiveness: Estimate,GE.EST,0.4967112
Jamaica,JAM,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Jamaica,JAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.67308
Jamaica,JAM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,58.65385
Jamaica,JAM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.92308
Jamaica,JAM,Government Effectiveness: Standard Error,GE.STD.ERR,0.2117915
Japan,JPN,Government Effectiveness: Estimate,GE.EST,1.675817
Japan,JPN,Government Effectiveness: Number of Sources,GE.NO.SRC,7
Japan,JPN,Government Effectiveness: Percentile Rank,GE.PER.RNK,94.23077
Japan,JPN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,87.5
Japan,JPN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,99.51923
Japan,JPN,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
"Jersey, Channel Islands",JEY,Government Effectiveness: Estimate,GE.EST,1.259951
"Jersey, Channel Islands",JEY,Government Effectiveness: Number of Sources,GE.NO.SRC,1
"Jersey, Channel Islands",JEY,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.5
"Jersey, Channel Islands",JEY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,71.63461
"Jersey, Channel Islands",JEY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.55769
"Jersey, Channel Islands",JEY,Government Effectiveness: Standard Error,GE.STD.ERR,0.4375256
Jordan,JOR,Government Effectiveness: Estimate,GE.EST,0.112718
Jordan,JOR,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Jordan,JOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.21154
